Agreement Date,Institution Name,Plan Name,Availability of Credit Card Plan,Location,APR,Index,Variable Rate Index,Grace Period,Annual Fee,Late Fee,Telephone Number for Consumers
2022-01-31,Blue Federal Credit Union,MasterCard Agreement.pdf,National,National,13.82,F,,,,25,(800) 368-9328
2022-01-31,Esl Federal Credit Union,Rewards Visa Signature Credit,National,National,14.37,V,Prime,25,,25,(800) 848-2265
2022-01-31,Point West Credit Union,Visa,National,National,8.95,F,,25,,27,(888) 468-5826
2022-01-31,Regions Bank,Credit Card Consumer Agreement,Regional,AL; AK; FL; GA; IL; IN; IA; KY; LA; MS; MO; NC; SC; TN; TX;,17.99,V,Prime,21,,28,(800) 253-2265
2022-01-31,First Premier Bank,First PREMIER Bank Mastercard,Regional,AL; AK; AZ; AR; CA; CO; CT; DE; DC; FL; GA; HI; ID; IL; IN; IA; KS; KY; LA; ME; MD; MA; MI; MN; MS; MO; MT; NE; NV; NH; NJ; NM; NY; NC; ND; OH; OK; OR; PA; PR; RI; SC; SD; TN; TX; UT; VT; VA; WA; WV; WY;,36,F,,27,175,28,(800) 987-5521
2022-01-31,Whatcom Educational Credit Union,Choice Visa Credit Card Agreement.pdf,One State,WA,12.9,V,Prime,25,,25,(800) 525-8703
2022-01-31,Purdue Federal Credit Union,Purdue Federal Traditional Rewards Visa,National,National,11.5,F,,25,,25,(800) 627-3328
2022-01-31,"Citibank, N.A.",Citi Double Cash Card Agreement.pdf,National,National,18.99,V,Prime,23,,40,(800) 950-5114
2022-01-31,Arizona Financial Credit Union,Visa Platinum Rewards,National,National,13.61,F,,25,,25,(800) 523-4603
2022-01-31,Bank Of Louisiana,Visa/Mastercard,National,National,11.25,V,Prime,25,,25,(800) 353-6454
2022-01-31,Farm Bureau Bank Fsb,Platinum MasterCard,National,National,10.24,V,Prime,25,,35,(866) 644-2535
2022-01-31,University Of Wisconsin Credit Union,Visa Platinum Credit Card,National,National,18.96,V,Prime,27,,,(833) 327-7372
2022-01-31,Lake Michigan Credit Union,Max Rewards - Visa Credit Card Agreement and Disclosures,National,National,13.88,V,Prime,25,,25,(800) 242-9790
2022-01-31,Pinnacle Bank,Visa,Regional,AZ; CO; KS; MO; NE; NM; TX; WY;,15.99,F,,25,,25,(800) 261-8852
2022-01-31,Charter Oak Federal Credit Union,Visa Platinum Variable,National,National,9.25,V,Prime,25,,25,(800) 962-3237
2022-01-31,Georgia United Credit Union,Visa Cash Back Credit Card Disclosure and Agreement.pdf,National,National,15.99,V,Prime,30,,25,(888) 493-4328
2022-01-31,Tinker Federal Credit Union,Visa Platinum,National,National,9.75,V,Prime,30,,22,(800) 456-4828
2022-01-31,"Dollar Bank, Federal Savings Bank",Rewards Credit Card,Regional,NC; OH; PA; VA;,12.24,V,Prime,25,,25,(800) 242-2265
2022-01-31,Service Federal Credit Union,Visa Preferred Card,National,National,15.08,V,Prime,25,,20,(800) 936-7730
2022-01-31,"Umb Bank, National Association - Albuquerque Main Banking Center Branch",Visa Cash Bank Rewards,National,National,12.75,V,Prime,25,,26,(833) 208-3212
2022-01-31,"Home Bank, National Association",Visa Platinum Rewards,Regional,LA; MS;,14.25,V,Prime,25,,25,(866) 401-9440
2022-01-31,"Tib, National Association",Mastercard,National,National,14.24,V,Prime,25,,25,(800) 367-7576
2022-01-31,Pennsylvania State Employees Cu,Classic Visa,National,National,9.9,F,,25,,20,(800) 237-7328
2022-01-31,Credit Union West,MasterCard Credit Agreement and Disclosures.pdf,National,National,14.49,V,Prime,21,,28,(800) 621-0287
2022-01-31,One Nevada Credit Union,Visa,National,National,12.75,V,Prime,25,0,27,(800) 388-3000
2022-01-31,"Hsbc Bank Usa, National Association",Premier World Mastercard Cardmember Agreement.pdf,National,National,16.99,V,Prime,25,,28,(888) 662-4722
2022-01-31,Synchrony Bank,Sam's Club Mastercard,National,National,19.65,V,Prime,23,45,40,(866) 220-0254
2022-01-31,U.S. Bancorp,US Bank Credit Card,National,National,19.49,V,Prime,30,,29,(800) 285-8585
2022-01-31,Capital Community Bank,Credit Card Agreement.pdf,National,National,32.25,V,Prime,,120,29,(833) 204-2600
2022-01-31,"Citizens Bank, National Association",Cash Back Plus Cardholder Agreement.pdf,National,National,18.99,V,Prime,25,,29,(800) 426-1114
2022-01-31,Lead Bank,Credit Card Agreement.pdf,National,National,23.99,V,Prime,23,25,15,(877) 833-0999
2022-01-31,Usaa Federal Savings Bank,USAA Bank Credit Card Agreement,National,National,18.9,V,Prime,25,,25,(800) 531-8722
2022-01-31,First-Citizens Bank & Trust Company,FIRST-CITIZENS BANK & TRUST COMPANY CONSUMER CREDIT CARD CARDHOLDER AGREEMENT & DISCLOSURE,Regional,AZ; CA; CO; FL; GA; KS; MD; MO; NM; NC; OK; OR; SC; TN; TX; VA; WA; WV; WI;,17.49,V,Prime,21,,,(888) 202-4978
2022-01-31,Baxter Credit Union,Travel Rewards Visa Signature,National,National,13.95,V,Prime,,,29,(847) 932-8395
2022-01-31,Gesa Credit Union,Gesa Credit Cards,National,National,12.99,V,Prime,25,,30,(866) 946-4372
2022-01-31,"Vsecu, A Division Of New England Federal Credit Union",Vermont Platinum Credit Card,National,National,8.5,V,Prime,25,,20,(800) 371-5162
2022-01-31,"Golden 1 Credit Union, The",Golden 1 Credit Union,National,National,10.79,V,Prime,25,,,(877) 465-3361
2022-01-31,Ocean State Credit Union,Visa,National,National,12.9,F,,21,,25,(877) 397-1900
2022-01-31,Credit First National Association,Private Label Credit Card Agreement,National,National,28.8,F,,23,,29,(800) 321-3950
2022-01-31,Boeing Employees Credit Union,Visa,National,National,13.99,V,Prime,23,,25,(800) 233-2328
2022-01-31,Knoxville Tva Employees Credit Union,Application & Solicitation Disclosure.pdf,National,National,12.99,F,,25,,25,(800) 467-5427
2022-01-31,Hawaiiusa Federal Credit Union,Visa Platinum,National,National,12.52,F,,25,,,(800) 379-1300
2022-01-31,Fnbt Bank,MasterCard,National,National,14.9,F,,25,,,(800) 899-4321
2022-01-31,Republic Bank & Trust Company,Republic Bank Mastercard ScoreCard Rewards,Regional,FL; IN; KY; OH; TN;,16.45,V,Prime,25,20,27,(866) 292-0856
2022-01-31,Keybank National Association,Key2More Rewards MasterCard,Regional,AK; CO; CT; ID; ME; MA; MI; NY; OH; OR; PA; UT; VT; WA;,17.49,V,Prime,30,,29,(800) 539-2968
2022-01-31,"Santander Bank, National Association",Ultimate Cash Back 681 Credit Card Agreement and Pricing Addendum.pdf,National,National,19.26,V,Prime,26,,25,(888) 728-1222
2022-01-31,"Credit Union Of Colorado, A Federal Credit Union",Platinum Preferred,National,National,6.25,V,Prime,25,,15,(800) 444-4816
2022-01-31,Avidia Bank,Platinum Card,One State,MA,9.15,V,Prime,30,,,(800) 221-5920
2022-01-31,Celtic Bank Corporation,"CFC - Celtic Bank Cardholder Agreement 25.9% APR, $99 AF, $750 CL",Regional,AL; AK; AZ; AR; CA; CT; DE; DC; FL; GA; HI; ID; IN; IA; KS; KY; LA; ME; MD; MI; FM; MN; MS; MO; MT; NE; NV; NH; NJ; NM; NY; NC; ND; OH; OK; OR; PA; RI; SC; SD; TN; TX; UM; UT; VT; VA; WA; WI; WY;,25.9,V,Prime,25,99,29,(866) 449-4514
2022-01-31,German American Bank - Whitehall Branch,Heartland Classic Credit Card,National,National,15.65,V,Prime,25,,25,(800) 697-0049
2022-01-31,1st Financial Bank Usa,Visa,National,National,29.9,V,Prime,24,25,29,(800) 733-1732
2022-01-31,Pfcu,PFCU MASTERCARD PLATINUM CREDIT CARD,One State,MI,15,V,Prime,25,,25,(844) 517-3611
2022-01-31,"Bank Of Tampa, The",Minaret Visa Black - Relationship Banking,One State,FL,3.25,V,Prime,25,,27,(813) 872-1282
2022-01-31,"Wilmington Savings Fund Society, Fsb",WSFS Bank Platinum Visa,Regional,DE; MD; NJ; PA; VA;,16.99,V,Prime,30,,27,(888) 973-7226
2022-01-31,Pnc Bank N.A.,Consumer Cash Rewards Visa Signature,Regional,AL; AZ; CA; CO; DE; DC; FL; GA; IL; IN; KY; MD; MA; MI; MO; NJ; NM; NC; OH; PA; SC; TX; VA; WV; WI;,19.49,V,Prime,21,,27,(800) 282-7541
2022-01-31,Zions Bancorporation,Visa,Regional,ID; UT; WY;,12.24,F,,25,,,(888) 758-5349
2022-01-31,University Bank,Visa Credit Card Agreement and Disclosures.pdf,One State,MI,10.25,V,Prime,30,,,(800) 368-7987
2022-01-31,Glacier Bank - Spokane Branch,Visa Disclosure of Terms and Cardholder Agreement.pdf,One State,WA,12.99,V,Prime,25,,25,(888) 896-2577
2022-01-31,Firstbank Puerto Rico,Beyond Platinum Mastercard,Regional,PR; VI;,17.29,V,Prime,,,2,(855) 701-2265
2022-01-31,Interra Credit Union,MasterCard Credit Card Agreement.pdf,Regional,IN; MI;,16.25,V,Prime,30,,25,(888) 432-2848
2022-01-31,First National Bank Alaska,Mastercard,One State,AK,13.9,F,,25,,,(800) 856-4362
2022-01-31,"Credit One Bank, National Association",Credit One Bank Card Agreements,National,National,23.99,V,Prime,24,99,28,(877) 825-3242
2022-01-31,Webbank,Avant Card - All other rate and fees,National,National,27.49,V,Prime,30,59,28,(855) 752-7012
2022-01-31,Goldman Sachs Bank Usa,Apple Card Customer Agreement.pdf,National,National,16.49,V,Prime,30,,,(877) 255-5923
2022-01-31,University Of Kentucky Federal Credit Union,Application and Solicitation Disclosure,National,National,16.37,V,Prime,25,,29,(800) 234-8528
2022-01-31,Midfirst Bank,Consumer Platinum (Non-Rewards) Card,National,National,13.99,V,Prime,27,,24.5,(888) 643-3477
2022-01-31,Trustmark Bank,Visa,Regional,AL; FL; MS; TN; TX;,9.71,V,Prime,25,,37,(800) 243-2524
2022-01-31,Johnson Bank,Elan VISA Signature,National,National,18.99,V,Prime,27,0,40,(800) 558-3424
2022-01-31,Indiana Members Credit Union,Credit Card Agreement.pdf,National,National,13.24,V,Prime,,,18,(317) 556-9268
2022-01-31,Kennebec Savings Bank,Platinum Mastercard,National,National,11.5,F,,30,,25,(207) 622-5801
2022-01-31,"Capital One, National Association",Credit Card Agreement for Consumer Cards.pdf,National,National,20.99,V,Prime,25,39,,(800) 695-5500
2022-01-31,Central Bank & Trust Company,Visa,Regional,IN; KY; OH;,18.5,F,,25,20,5,(800) 637-6884
2022-01-31,Community Choice Credit Union,Application and Solicitation Disclosure - Legacy Cards 10-01-2021.pdf,National,National,11.92,V,Prime,25,,15,(866) 334-8100
2022-01-31,Mountain America Federal Credit Union,Visa Platinum,National,National,9.49,V,Prime,25,,,
2022-01-31,Washington Trust Bank,Personal Credit Card Disclosures.pdf,National,National,11.24,V,Prime,,,25,(800) 788-4578
2022-01-31,Prosperity Bank,Visa,Regional,OK; TX;,14.99,F,,25,,,(800) 531-1401
2022-01-31,"Jpmorgan Chase Bank, National Association",Visa Signature or Infinite/Mastercard World Elite Agreement (PDF),National,National,19.37,V,Prime,21,,29,(888) 338-9464
2022-01-31,Achieva Credit Union,Credit Card Agreement.pdf,One State,FL,14.9,F,,25,,25,(800) 593-2274
2022-01-31,Barclays Bank Delaware,American Airlines,National,National,20.49,V,Prime,23,99,15,(866) 603-7217
2022-01-31,"Fifth Third Bank, National Association","Cash Back, Preferred Cash Back and Truly Simple Credit Card Agreement.pdf",Regional,FL; GA; IL; IN; KY; MI; NC; OH; SC; TN; WV;,20.49,V,Prime,23,,29,(800) 972-3030
2022-01-31,First Security Bank,Visa,One State,AR,9.99,F,,25,,29,(877) 611-3118
2022-01-31,Michigan Schools And Government Credit Union,Visa Credit Card Agreement and Disclosure.pdf,One State,MI,9.75,F,,25,,,(866) 674-2848
2022-01-31,Clearwater Federal Credit Union,Visa,National,National,12.4,F,,25,,,(800) 254-1803
2022-01-31,"Capital One Bank (Usa), National Association",Capital One Platinum (MasterCard),National,National,26.99,V,Prime,25,,40,(800) 695-5500
2022-01-31,Newtown Savings Bank,Mastercard Consumer Platinum Rewards,One State,CT,15.99,V,Prime,25,,25,(800) 461-0672
2021-07-31,Mbank,mBankVisa,National,National,14.24,V,Prime,25,,35,(888) 343-8147
2021-07-31,Kennebec Savings Bank,Platinum Mastercard,National,National,11.5,F,,30,,25,(207) 622-5801
2021-07-31,Clearwater Federal Credit Union,Visa,National,National,12.4,F,,25,,,(800) 254-1803
2021-07-31,"Rbc Bank (Georgia), National Association",Visa,National,National,14.99,V,Prime,21,,35,(888) 257-6837
2021-07-31,Utah Community Federal Credit Union,Visa Platinum Credit Card,National,National,9.75,F,,25,,25,(800) 453-8188
2021-07-31,Vystar Credit Union,Variable Platinum,National,National,10.5,V,Prime,25,,,(877) 366-3565
2021-07-31,Bb&T Corporation,BB&T Spectrum Rewards,Regional,AL; DE; DC; FL; GA; IN; KY; MD; NJ; NC; OH; PA; SC; TN; TX; VA; WA;,15.24,V,Prime,25,,27,(800) 476-4228
2021-07-31,"Central Trust Bank, The - Central Bank Of Boone County Market, Primary Office Branch",Mastercard Only Card,Regional,AR; IL; IA; KS; MO; NE; OK; TN;,16.49,V,Prime,25,,25,(800) 445-9272
2021-07-31,Onpoint Community Credit Union,Platinum Visa,Regional,OR; WA;,13.25,V,Prime,25,,,(800) 527-3932
2021-07-31,"Dollar Bank, Federal Savings Bank",Rewards Credit Card,Regional,NC; OH; PA; VA;,12.24,V,Prime,25,,25,(800) 242-2265
2021-07-31,Cortrust Bank National Association,MasterCard,National,National,29.9,F,,25,75,27,(877) 231-3231
2021-07-31,Pinnacle Bank,Visa,Regional,AZ; CO; KS; MO; NE; NM; TX; WY;,15.99,F,,25,,25,(800) 261-8852
2021-07-31,Affinity Federal Credit Union,Premium VIsa,National,National,11.6,V,Prime,25,,27,(800) 325-0808
2021-07-31,Mountain America Federal Credit Union,Visa Platinum,National,National,9.49,V,Prime,25,,25,(800) 748-4302
2021-07-31,Esl Federal Credit Union,Rewards Visa Signature Credit,One State,NY,14.37,V,Prime,25,,25,(800) 848-2265
2021-07-31,Farm Bureau Bank Fsb,Platinum MasterCard,National,National,18.99,V,Prime,25,,35,(866) 644-2535
2021-07-31,First State Bank,MasterCard Classic,National,National,15.24,F,,25,,,(800) 423-7503
2021-07-31,Idaho Central Credit Union,Visa Platinum,National,National,15.99,F,,21,,15,(800) 456-5067
2021-07-31,Merrick Bank,Visa,National,National,23.95,V,Prime,25,36,29,(800) 253-2322
2021-07-31,Midfirst Bank,Consumer Platinum (Non-Rewards) Card,National,National,13.99,V,Prime,27,,24.5,(888) 643-3477
2021-07-31,Charter Oak Federal Credit Union,Visa Platinum Variable,National,National,9.25,V,Prime,25,,25,(800) 962-3237
2021-07-31,"Tib, National Association",Mastercard,National,National,14.24,V,Prime,25,,25,(800) 367-7576
2021-07-31,Amalgamated Bank Of Chicago,Gold,National,National,9.25,V,Prime,25,,35,(800) 365-6464
2021-07-31,First Horizon Bank - West Congress Street Branch,Classic,National,National,17.99,V,Prime,25,,29,(800) 765-0853
2021-07-31,Corefirst Bank & Trust,Visa Classic,Regional,CO; KS; MO;,12.9,V,Prime,25,,10,(800) 230-0123
2021-07-31,"Citizens Bank, National Association",Cash Back Plus World Mastercard,National,National,18.99,V,Prime,21,,29,(800) 684-2222
2021-07-31,Woori America Bank,Woori America Bank Unsecured Classic,National,National,18.74,V,Prime,6,50,29,(888) 699-6674
2021-07-31,Synchrony Bank,Sam's Club Mastercard,National,National,19.65,V,Prime,23,45,40,(866) 220-0254
2021-07-31,Pinnacle Bank,Consumer Platinum,National,National,12.99,V,Prime,25,,35,(855) 674-7637
2021-07-31,Washington State Employees Credit Union,Visa,National,National,12,V,Prime,25,,25,(800) 562-0999
2021-07-31,Bank Of Louisiana,Visa/Mastercard,National,National,11.25,V,Prime,25,,25,(800) 353-6454
2021-07-31,University Of Wisconsin Credit Union,Visa Platinum Credit Card,National,National,16.13,V,Prime,27,,,(833) 327-7372
2021-07-31,Idaho Central Credit Union,Visa Platinum,National,National,15.99,F,,21,,15,(800) 456-5067
2021-07-31,Tower Federal Credit Union,Gold Mastercard,National,National,12.9,F,,25,,20,(800) 787-8328
2021-07-31,"Fifth Third Bank, National Association",TRIO Card,Regional,,22.99,V,Prime,23,0,40,(800) 972-3030
2021-07-31,Zions Bancorporation,Visa,Regional,,12.24,V,Prime,25,0,25,(888) 758-5349
2021-07-31,Credit Union Of Vermont,Visa Classic,National,National,10.9,F,,25,0,20,
2021-07-31,"Td Bank, National Association",TD Cash Credit Card,Regional,,17.33,V,Prime,25,0,29,(888) 561-8861
2021-07-31,Stock Yards Bank & Trust Company,Visa,One State,,9.15,V,Prime,25,0,20,(800) 467-1939
2021-07-31,Point West Credit Union,Visa,National,National,8.95,F,,25,0,27,(800) 468-5826
2021-07-31,First Technology Federal Credit Union,MasterCard Choice Rewards,National,National,13.12,V,Prime,21,,25,(855) 855-8805
2021-07-31,Valley National Bank,Visa,Regional,,13.2,F,,25,,39,(800) 522-4100
2021-07-31,Usaa Savings Bank,Preferred Cash Rewards,National,National,18.9,V,Prime,25,,,(800) 531-8722
2021-07-31,Regions Bank,Regions Prestige Visa Sig,Regional,,17.99,V,Prime,21,0,28,(800) 253-2265
2021-07-31,1st Financial Bank Usa,Visa,National,National,29.9,V,Prime,24,25,29,(800) 733-1732
2021-07-31,Bbva Financial Corporation,ClearPoints - Visa,Regional,,20.24,V,Prime,25,,,(800) 239-5175
2021-07-31,Banner Bank,TruRewards MasterCard,National,National,11.99,F,,25,0,20,(800) 272-9933
2021-07-31,Dfcu Financial,Platinum Mastercard,National,National,12.9,V,Prime,25,,29,(888) 336-2700
2021-07-31,Navy Federal Credit Union,cashReward,National,National,13.82,V,Prime,25,0,20,
2021-07-31,First Hawaiian Bank,Mastercard,One State,,16.24,V,Prime,25,0,1,(800) 342-2778
2021-07-31,"Bmo Bank, N.A.",Platinum Rewards,National,National,14.24,V,Prime,25,0,29,(888) 340-2265
2021-07-31,U.S. Bancorp,Visa Platinum,National,National,19.49,V,Prime,30,0,29,(800) 285-8585
2021-07-31,First Command Bank,Visa Platinum,National,National,,V,Prime,,,15,(888) 763-7600
2021-07-31,First National Bank,Legacy Clear Card,National,National,29.9,F,,25,75,25,(888) 883-9824
2021-07-31,Boeing Employees Credit Union,Visa,National,National,13.99,V,Prime,23,,25,(800) 233-2328
2021-07-31,Pentagon Federal Credit Union,Power Cash Rewards Signature Visa,National,National,16.49,V,Prime,25,0,25,(800) 247-5626
2021-07-31,Winthrop Area Federal Credit Union,Visa,One State,,11.5,F,,25,,,(800) 511-1120
2021-07-31,Wings Financial Credit Union,Visa Platinum,National,National,13.08,V,Prime,25,0,27,(800) 692-2274
2021-07-31,Hawaii Central Federal Credit Union,Visa Platinum Cash Bank,National,National,13.15,V,Prime,25,0,20,(808) 536-3677
2021-07-31,First Savings Bank,First Savings Credit Card,National,National,29.9,F,,25,75,25,(888) 469-0291
2021-07-31,Indiana Members Credit Union,Legacy MasterCard,National,National,11.9,F,,25,,,(866) 570-1991
2021-07-31,Synovus Bank,Consumer Classic,Regional,AL; FL; GA; SC; TN;,9.99,V,Prime,25,,25,1-888-SYNOVUS
2021-07-31,Bank Of Ann Arbor,Visa,One State,MI,6,V,Prime,25,,25,(734) 662-1600
2021-07-31,Americas First Federal Credit Union,Visa Platinum Plus A,National,National,14.4,F,,25,,,(800) 633-8431
2021-07-31,Johnson Bank,Elan VISA Signature,National,National,18.99,V,Prime,27,0,40,(800) 558-3424
2021-07-31,First National Bank Alaska,Mastercard,One State,AK,13.9,F,,25,,,(800) 856-4362
2021-07-31,Gesa Credit Union,Gesa Credit Cards,National,National,12.99,V,Prime,25,,30,(866) 946-4372
2021-07-31,Hawthorn Bank,Mastercard,National,National,10.15,V,Prime,25,,,(800) 761-8362
2021-07-31,First International Bank And Trust,VISA BADLANDS,National,National,18.49,F,,30,95,25,(888) 848-3428
2021-07-31,Prosperity Bank,Visa,Regional,OK; TX;,14.99,F,,25,,,(800) 531-1401
2021-07-31,Midcoast Federal Credit Union,Visa,One State,ME,15.49,V,Prime,25,,28,(877) 964-3262
2021-07-31,Keybank National Association,Key2More Rewards MasterCard,Regional,AK; CO; CT; ID; IN; ME; MA; MI; NY; OH; OR; PA; UT; VT; WA;,17.49,V,Prime,30,,29,(800) 539-2968
2021-07-31,Woori America Bank,Woori America Bank Unsecured Classic,National,National,18.74,V,Prime,6,50,29,(888) 699-6674
2021-07-31,"Suntrust Banks, Inc.",SunTrust Cash Rewards,Regional,AL; AR; DC; FL; GA; MD; MS; NC; SC; TN; VA; WV;,16.24,V,Prime,25,,28,(800) 786-8787
2021-07-31,Bb&T Corporation,BB&T Spectrum Rewards,Regional,AL; DE; DC; FL; GA; IN; KY; MD; NJ; NC; OH; PA; SC; TN; TX; VA; WA;,17.74,V,Prime,25,,27,(800) 476-4228
2021-07-31,First National Bank Of Omaha,Visa,Regional,CO; IL; IA; KS; MN; MT; NE; NV; SD; TX; UT; WI;,19.99,V,Prime,21,,29,(888) 530-3626
